1_a_pv,2_b_pv,4_c_pv,5_c_pv,6_c_pv,7_a_pv,9_a_pv,10_a_pv,11_a_pv,12_b_pv,16_c_pv,17_c_pv,19_a_pv,20_a_pv,22_b_pv,24_c_pv,28_a_pv,29_a_pv,30_c_pv,31_c_pv,32_c_pv,33_a_pv,34_c_pv,35_a_pv,37_a_pv,38_b_pv,39_b_pv,41_c_pv,42_a_pv,43_b_pv,45_a_pv,46_a_pv,47_abc_pv,48_abc_pv,49_a_pv,49_b_pv,49_c_pv,50_c_pv,51_a_pv,52_a_pv,53_a_pv,55_a_pv,56_b_pv,58_b_pv,59_b_pv,60_a_pv,62_c_pv,63_a_pv,64_b_pv,65_a_pv,65_b_pv,65_c_pv,66_c_pv,68_a_pv,69_a_pv,70_a_pv,71_a_pv,73_c_pv,74_c_pv,75_c_pv,76_a_pv,76_b_pv,76_c_pv,77_b_pv,79_a_pv,80_b_pv,82_a_pv,83_c_pv,84_c_pv,85_c_pv,86_b_pv,87_b_pv,88_a_pv,90_b_pv,92_c_pv,94_a_pv,95_b_pv,96_b_pv,98_a_pv,99_b_pv,100_c_pv,102_c_pv,103_c_pv,104_c_pv,106_b_pv,107_b_pv,109_a_pv,111_a_pv,112_a_pv,113_a_pv,114_a_pv
27.07939867,13.96111273,28.30677563,13.55644075,27.19225914,13.5604168,26.7495678,12.98356054,30.23314851,14.92772263,25.63845113,13.99028,28.91159771,24.4000382,25.80366777,26.19077592,26.46645208,26.74380619,24.48109401,11.9609666,13.85163406,24.80755736,25.85692084,25.74014488,28.55718796,14.29712607,13.69538928,13.50330985,13.74015616,27.34863584,14.36506331,12.27524226,65.58236603,121.5604088,23.45168124,39.28887119,25.36293947,27.09260337,14.10574561,27.33268024,30.13604682,12.32831835,13.17255335,13.09984685,12.7875358,13.26988629,25.85997001,29.52675963,42.73613773,22.56271911,23.14005333,39.07378704,48.46263987,14.26481443,28.64300449,12.13595528,32.5190304,24.84612144,30.2968287,22.92490462,72.7062431,47.5627227,42.77461803,26.8028502,27.55030821,24.66540303,27.53398452,15.55768468,13.41823106,26.26811387,13.66137881,24.11090293,23.93706699,23.20024785,27.8464749,27.96970007,12.43605869,11.79227137,27.21796157,25.39994599,23.42459232,13.73495226,27.15847465,25.32215274,27.51109022,27.32257451,25.19957782,13.47693109,12.62769536,26.37472107,15.05830036
27.01327537,13.95483689,28.31602912,13.55973915,27.18380381,13.55288232,26.76093377,12.98292314,30.24103969,14.9238351,25.60083737,13.98888685,28.90266446,24.38948545,25.81562314,26.17630299,26.43096776,26.73486752,24.47747222,11.95672125,13.85167817,24.85154323,25.84214644,25.71951772,28.57667445,14.30017819,13.69203014,13.51617932,13.73160849,27.36446835,14.3519794,12.28897153,65.54982437,121.6690749,23.44807749,39.30743117,25.36354172,27.13140192,14.10333236,27.32002325,30.14272629,12.3466014,13.19364843,13.09242332,12.77760122,13.27411384,25.81981782,29.54208715,42.69179187,22.53179148,23.15840734,39.12388363,48.50396754,14.28992824,28.62810316,12.13961799,32.50175002,24.88204481,30.27199792,22.92131107,72.62105371,47.56769171,42.78270288,26.80284479,27.56658649,24.64870731,27.54152545,15.56369731,13.41116455,26.23157217,13.67181471,24.14412446,23.94169572,23.18550931,27.84126137,28.01311854,12.42548803,11.79508326,27.2145717,25.41534121,23.44765235,13.74538981,27.13835431,25.29344718,27.50967781,27.34523802,25.21839789,13.46889242,12.62286863,26.38413431,15.04500404
27.01529561,13.94615567,28.35041792,13.5646674,27.22274111,13.55819081,26.75592349,12.99336238,30.2575586,14.9323582,25.55917446,13.9796979,28.90688112,24.37348055,25.79604928,26.18359092,26.43159537,26.76628564,24.48370955,11.95526406,13.84296631,24.87460686,25.85560597,25.71807416,28.56744203,14.29413397,13.69728655,13.52364417,13.71399632,27.37185298,14.34435286,12.29860714,65.5651175,121.7698084,23.45096428,39.31817482,25.36012934,27.12889689,14.10857144,27.30958302,30.12814147,12.35268972,13.19807356,13.08942414,12.78207683,13.2824321,25.80636762,29.54334498,42.66076547,22.49742929,23.17354301,39.14306811,48.52271301,14.31371615,28.6314989,12.13633271,32.44136741,24.93774682,30.26822769,22.91717441,72.57941852,47.53354375,42.81661656,26.82138945,27.56823268,24.64803922,27.53901358,15.56762265,13.4041842,26.25695117,13.67495578,24.16861454,23.92291282,23.20379326,27.81565046,27.99242018,12.43214461,11.78643742,27.22321525,25.43399167,23.46491042,13.73936875,27.12001773,25.25132871,27.50172544,27.34943524,25.23095559,13.4545679,12.61570684,26.38781381,15.05742856
27.02346763,13.92826832,28.34711683,13.57738801,27.22549408,13.57760711,26.73131096,12.98727608,30.25451909,14.94547116,25.53588146,13.96424869,28.88192936,24.35148185,25.77934375,26.20968539,26.42803929,26.76816884,24.48966665,11.96314046,13.83807161,24.86940443,25.86483393,25.69771595,28.56046103,14.27796762,13.69114302,13.52524748,13.70761274,27.38070494,14.31770355,12.30939324,65.54943212,121.7048537,23.44624817,39.38911216,25.35710375,27.13130531,14.11517938,27.34532281,30.09748555,12.36087207,13.20328385,13.08239511,12.79783968,13.2758182,25.86057197,29.53185147,42.67623667,22.49553606,23.17043251,39.1592885,48.53495099,14.34270704,28.65045314,12.13425639,32.42879885,24.97318644,30.2778411,22.91887446,72.54778175,47.55084408,42.86949609,26.80365649,27.58270528,24.69018475,27.54669698,15.56968544,13.40398737,26.27286583,13.6683799,24.19344135,23.90678386,23.22832201,27.80921775,27.9904777,12.45084436,11.77970276,27.20848198,25.44577576,23.49022944,13.7210173,27.1205758,25.22098578,27.51127683,27.34841111,25.23491881,13.44272594,12.60032463,26.39902607,15.07250608
27.0130175,13.921785,28.35316831,13.58083349,27.22741861,13.57635349,26.72512902,12.97644435,30.27035029,14.95019082,25.52614386,13.96039504,28.8568931,24.33825344,25.7890978,26.2181651,26.4248863,26.75888685,24.49856735,11.97373707,13.84864667,24.86186887,25.86844101,25.66972539,28.54355997,14.27492295,13.68820115,13.5293236,13.71318705,27.38201942,14.31215652,12.30106116,65.57912922,121.6103018,23.46488626,39.49784645,25.33400813,27.12711154,14.12454005,27.34570896,30.09205156,12.35706013,13.20302518,13.08065911,12.79769787,13.27231866,25.85679398,29.51570506,42.72718803,22.5085205,23.17047402,39.12972255,48.54138213,14.36703427,28.66249716,12.138764,32.44713377,24.99527935,30.26145465,22.92353054,72.52899771,47.61500877,42.8985375,26.80857895,27.57652598,24.70262919,27.52855469,15.55900398,13.41541614,26.29214556,13.67465861,24.24705936,23.92632893,23.24120803,27.83903913,27.99878639,12.45481097,11.78583806,27.18520368,25.42648233,23.49977763,13.71387903,27.14038128,25.18283284,27.4939591,27.3364237,25.2516586,13.46049376,12.5818389,26.39408354,15.07394165
26.9851445,13.92744641,28.34118434,13.58318953,27.20732102,13.57755876,26.75378787,12.95865702,30.23514706,14.94920252,25.51893007,13.97965562,28.85149543,24.36632364,25.81583189,26.22839389,26.40081812,26.73906254,24.52154151,11.97392011,13.85589661,24.84607474,25.87943259,25.67811683,28.51786323,14.29112841,13.70256762,13.51653837,13.7069927,27.37782941,14.32024847,12.30072774,65.65160078,121.6528982,23.47416173,39.56738406,25.32054582,27.09870463,14.12329157,27.33932912,30.13876465,12.34274146,13.19848528,13.09205949,12.79912887,13.27420792,25.84712195,29.55618756,42.73570628,22.5203274,23.15507311,39.08793407,48.5080807,14.40190232,28.63968942,12.14444936,32.43917529,25.01475804,30.23556438,22.94251585,72.47911313,47.63972602,42.88870897,26.82921709,27.57485766,24.71379045,27.52481251,15.55059284,13.41524995,26.30432726,13.68079902,24.24135964,23.93894308,23.24040186,27.85294174,28.0068579,12.46261582,11.79004447,27.16154729,25.41001614,23.48823771,13.71550571,27.13512143,25.17320711,27.50216385,27.31918752,25.25094982,13.47904048,12.56136315,26.36980387,15.08290002
26.96453707,13.92115527,28.30913109,13.57595111,27.20634466,13.57546004,26.76714851,12.93889437,30.23683511,14.94658689,25.50370864,13.98854617,28.87236612,24.36753625,25.81440551,26.23773436,26.38678892,26.72099576,24.52776424,11.97766324,13.86785969,24.86566821,25.87458734,25.70930198,28.53437262,14.28839506,13.71867574,13.52094725,13.69710006,27.39388885,14.31673607,12.32176068,65.68223724,121.8029204,23.47455919,39.63325041,25.27350464,27.10647961,14.11586669,27.32922036,30.11649568,12.34261494,13.1949792,13.09777095,12.79602765,13.28536778,25.83897301,29.58101073,42.78997367,22.53742351,23.1605612,39.10161372,48.48185742,14.43550836,28.63650211,12.15250311,32.45162878,25.03395226,30.20925358,22.95138608,72.41095648,47.6417544,42.88356432,26.81775551,27.53690733,24.72507075,27.54425801,15.56334752,13.4157644,26.28438286,13.67716759,24.26241111,23.94902376,23.23730408,27.84490797,28.02368864,12.45641014,11.7916887,27.13085911,25.41963044,23.49309118,13.72458547,27.14331098,25.15892467,27.52877013,27.3351362,25.24439198,13.49271266,12.54991553,26.36370553,15.07856597
26.93767497,13.91110807,28.30309437,13.57601778,27.22821654,13.56124412,26.75942792,12.93780552,30.25956861,14.93677617,25.47658478,13.99488178,28.88051165,24.3687949,25.81503687,26.2227764,26.33776685,26.72154562,24.53201938,11.97901373,13.8605564,24.89195373,25.85078555,25.70630842,28.54207297,14.28604388,13.73167762,13.52759675,13.67735834,27.38964815,14.32223231,12.32797114,65.69789931,121.8015708,23.45206265,39.71352329,25.26371308,27.12338679,14.10550467,27.30597368,30.11440581,12.35125043,13.20346611,13.09604283,12.79255738,13.28418011,25.82496987,29.59009999,42.7999392,22.56895199,23.18264948,39.13581583,48.52162249,14.45934043,28.62732963,12.15142894,32.4370735,25.07033029,30.17512199,22.93022077,72.29598447,47.6232199,42.84926362,26.82028349,27.53926758,24.69317872,27.54564733,15.56541271,13.4196859,26.26736108,13.66710823,24.28708581,23.92529389,23.22654355,27.83005358,28.06957256,12.45312659,11.79669902,27.13955878,25.44598152,23.53774115,13.73035498,27.13596533,25.12824864,27.544533,27.35786715,25.23237243,13.50657282,12.54512987,26.39197681,15.06438005
26.92955945,13.89105789,28.33522519,13.58560701,27.255021,13.56513502,26.74515261,12.94527323,30.2580151,14.93850312,25.45416171,13.9943095,28.87990044,24.34452295,25.80058699,26.23409523,26.32756297,26.74105969,24.51894639,11.97163338,13.85334214,24.90576265,25.84480724,25.71179614,28.55130337,14.27763529,13.74408947,13.5391563,13.66498179,27.41873295,14.31580847,12.33354123,65.6497425,121.8151902,23.43363771,39.78088297,25.27799693,27.12396922,14.10857726,27.32297964,30.12334496,12.35576743,13.21815805,13.08399389,12.79518977,13.28417313,25.82915715,29.59545438,42.77708843,22.56779304,23.19524729,39.14254064,48.52806108,14.47437202,28.62133856,12.1450407,32.43010364,25.1161302,30.18479782,22.94104335,72.14895178,47.59718212,42.81701946,26.80569327,27.60002688,24.69247086,27.55316116,15.56796176,13.40995914,26.27729978,13.64952782,24.30540085,23.91352126,23.21766763,27.79133906,28.07089977,12.45489924,11.7944904,27.1409026,25.44457558,23.57279248,13.71942926,27.13132284,25.09138339,27.53175649,27.35937309,25.25233587,13.53650638,12.54158457,26.40515677,15.0614313
26.9313369,13.87848797,28.32980572,13.59230998,27.27508139,13.57359603,26.7079473,12.9520637,30.24926825,14.95445224,25.48780556,13.98237477,28.87152493,24.33107026,25.77771636,26.29172888,26.3424483,26.73587723,24.5190668,11.9809188,13.85313871,24.90489874,25.87252207,25.70092859,28.55267405,14.2668917,13.74629606,13.52210548,13.65954518,27.40978028,14.31273238,12.33917072,65.61223087,121.7856745,23.44456471,39.87742911,25.27179687,27.13358814,14.12461105,27.3466938,30.13202895,12.35460326,13.21660453,13.07244086,12.80533853,13.28599229,25.85317173,29.59599243,42.78390711,22.60287564,23.20636266,39.1258454,48.53600823,14.49016184,28.64496189,12.13612541,32.46414069,25.13874833,30.18629242,22.96897357,72.06093207,47.66246441,42.82983174,26.77423837,27.60429437,24.71248897,27.53108521,15.56545193,13.4156619,26.30453996,13.64186139,24.33010265,23.92687333,23.24805236,27.81822713,28.05405066,12.46537029,11.78364075,27.13401205,25.44519789,23.59242103,13.71790243,27.14140151,25.05054956,27.53700567,27.36828262,25.26724353,13.53332437,12.53410381,26.39754059,15.07921785
26.91588682,13.87296642,28.32514401,13.59575659,27.30451164,13.5738875,26.73378719,12.96189615,30.25977387,14.95239799,25.52292427,13.9723001,28.85533738,24.33784444,25.77704136,26.31454996,26.33598716,26.74394629,24.53638549,11.99399379,13.86495045,24.9015791,25.88544262,25.67186141,28.54830491,14.27548944,13.73057402,13.5115301,13.66771472,27.38749518,14.32775433,12.32325484,65.6464041,121.7526464,23.44444388,39.97048089,25.28149878,27.12726836,14.13192147,27.34455603,30.15013681,12.34004716,13.21321837,13.08323639,12.81370773,13.26849484,25.85055114,29.57368629,42.86382296,22.66973047,23.17977806,39.10098495,48.52818338,14.49771507,28.67304928,12.13876901,32.50230408,25.14410957,30.17862871,22.98446314,72.03103589,47.70249439,42.82554912,26.76703197,27.59097106,24.71206244,27.51684604,15.54910489,13.42770934,26.30308658,13.63514113,24.34135899,23.94301097,23.24838065,27.8350881,28.0418793,12.46425593,11.78091564,27.12305455,25.43095503,23.59284743,13.71350848,27.15411357,25.02772009,27.52606838,27.35158778,25.26357666,13.54507686,12.52077347,26.38345833,15.08512162
26.90098335,13.8812636,28.30847217,13.59449123,27.31561025,13.57870118,26.74999087,12.98002906,30.24072602,14.95101806,25.5488129,13.99166422,28.8573546,24.36209945,25.79061446,26.33193203,26.34609761,26.73670871,24.54849145,11.99138757,13.86477869,24.89004789,25.87797634,25.66638708,28.56505093,14.28521624,13.72989995,13.49055105,13.65738169,27.342794,14.34459739,12.32290158,65.66983355,121.7777,23.4570035,40.03646951,25.27015946,27.11557452,14.13518296,27.33273575,30.19950242,12.32823015,13.20438646,13.09633709,12.8119878,13.26732805,25.84558252,29.58212185,42.90816102,22.7142417,23.17342753,39.11039256,48.47721844,14.52160101,28.66891156,12.1525642,32.53310813,25.13007974,30.16644171,22.99362329,71.97030214,47.71715177,42.75145909,26.79009489,27.57693295,24.6984413,27.53385765,15.55326516,13.43791341,26.30372989,13.63200381,24.3553508,23.94582035,23.24295674,27.85551423,28.01456148,12.46424939,11.79354898,27.09572299,25.40841205,23.60489005,13.71063855,27.17212118,25.01817627,27.51686824,27.32833889,25.25434809,13.55885211,12.50975338,26.34675617,15.08855192
26.85784191,13.87076912,28.28717071,13.59251097,27.3021965,13.57553852,26.76962072,12.97936251,30.24975046,14.93658725,25.5750575,13.99700156,28.88887668,24.3699814,25.8076862,26.31266051,26.3342808,26.73213453,24.55471621,11.98977573,13.86531038,24.88053627,25.86417126,25.6955246,28.56062893,14.29707165,13.74093981,13.48352348,13.64426081,27.27602754,14.35819248,12.33289171,65.67899179,121.8742905,23.46839742,40.07809049,25.26472958,27.13159594,14.12705727,27.34308323,30.20093033,12.33293191,13.19668548,13.09758444,12.81201075,13.27690587,25.83967842,29.60634705,42.97143965,22.73795272,23.1878709,39.11639486,48.49018887,14.54669644,28.64238022,12.15885395,32.5625143,25.10343875,30.13604337,22.9854621,71.88871557,47.72578629,42.71064628,26.79905107,27.55328082,24.68204564,27.54624118,15.56816857,13.43202703,26.28900646,13.62824862,24.38670531,23.94198414,23.23436262,27.86842027,28.02818573,12.46595626,11.79943859,27.11384359,25.40774672,23.64053725,13.72195496,27.16971941,25.01110603,27.54920536,27.34297923,25.23068887,13.56907692,12.52628805,26.37224661,15.08846221
26.79738929,13.85744324,28.30421757,13.58607964,27.30783807,13.56968646,26.78202364,12.99953949,30.27901482,14.92712617,25.63173748,13.9998349,28.90800544,24.37948914,25.82013589,26.28965001,26.32862227,26.74206492,24.55243091,11.98969811,13.86936328,24.91309718,25.82819148,25.69061001,28.59095718,14.30024051,13.73450334,13.51184461,13.62274375,27.27806743,14.37117063,12.33267885,65.70689898,121.953944,23.47213125,40.12181092,25.29124621,27.13321615,14.11560438,27.3333274,30.18280271,12.34315677,13.21060747,13.10536827,12.80349488,13.26852472,25.81832805,29.62398825,42.98131958,22.76461864,23.19893613,39.16704201,48.53665299,14.56323599,28.62166399,12.16166008,32.56774216,25.12127406,30.15619721,22.98266081,71.76900698,47.72665395,42.6531052,26.79688929,27.5590692,24.66007921,27.55776349,15.56228251,13.4140861,26.26570288,13.61508985,24.40368203,23.95071332,23.21459908,27.84728994,28.05076715,12.44953879,11.79603522,27.16211442,25.42112538,23.66503937,13.73540982,27.15543578,24.99618751,27.55114364,27.38410704,25.2365826,13.5828673,12.54354756,26.38823115,15.08459377
26.77542659,13.83558999,28.32350304,13.58492151,27.35973818,13.5777042,26.76171705,13.03798955,30.29635247,14.93147348,25.62571226,14.00099591,28.89885661,24.38817118,25.83005071,26.29458598,26.3562555,26.75458994,24.54885445,11.98881148,13.85931059,24.91344899,25.85318021,25.68638258,28.58162176,14.29332121,13.7230484,13.50987065,13.59759087,27.28631893,14.37347789,12.32588115,65.69459709,121.9375746,23.45633636,40.14272505,25.32097746,27.14746038,14.12291955,27.34363374,30.16970778,12.35168124,13.22585957,13.10160246,12.8065295,13.26805342,25.82781899,29.61848962,42.96720237,22.76892139,23.2071924,39.1850737,48.51830211,14.57899329,28.63842715,12.15466888,32.5304935,25.15390373,30.20988435,22.9978023,71.68276668,47.69068295,42.64094886,26.79383583,27.58416285,24.64045838,27.55775793,15.55456058,13.40710751,26.2650151,13.60080432,24.41742633,23.96763263,23.22905697,27.82925603,28.06743258,12.44844402,11.7897424,27.17139347,25.43795254,23.68813055,13.73342771,27.13550182,24.96960341,27.54159015,27.39283113,25.25586333,13.58915142,12.55627084,26.40759554,15.08484739
26.77209184,13.81004411,28.34700893,13.59735365,27.40048106,13.57851502,26.74438615,13.06358919,30.28229953,14.94925272,25.64796592,13.99882344,28.888341,24.37426764,25.80445927,26.29905115,26.38723873,26.7723326,24.53723908,11.98426257,13.86520444,24.9076366,25.86885014,25.67126388,28.55838391,14.27877751,13.70423766,13.50481713,13.59385019,27.27576716,14.35703854,12.31769882,65.63416524,121.937793,23.46734676,40.20886282,25.34497541,27.14137859,14.13419302,27.37928202,30.14031707,12.35534042,13.23484778,13.08927647,12.81874312,13.26372674,25.87026646,29.59381046,42.98476281,22.78697023,23.2091048,39.17927657,48.49422755,14.58808735,28.64971984,12.14481502,32.52889649,25.18034356,30.22020458,23.01817311,71.57432888,47.70428618,42.63301163,26.76674194,27.6049257,24.64171421,27.5768249,15.55818954,13.4086978,26.27884515,13.57020657,24.4320486,23.97314939,23.24921793,27.8397857,28.07011346,12.45743068,11.77334163,27.22990145,25.45022387,23.70622586,13.72071825,27.14141272,24.94762656,27.52118598,27.40999692,25.25868305,13.59696269,12.56916906,26.41983073,15.1072184
26.78059486,13.80624498,28.35329186,13.60183498,27.42329685,13.58564339,26.75450534,13.07722605,30.28807313,14.9545298,25.67404972,14.01025959,28.87025031,24.38478858,25.80624931,26.29474972,26.41224724,26.76996616,24.53514745,11.98730198,13.87765558,24.89842696,25.88783339,25.65194686,28.51177164,14.27619953,13.68333797,13.50055941,13.60072503,27.24762304,14.35633371,12.30673636,65.61898653,121.8567436,23.49437103,40.27834957,25.36788434,27.13973659,14.13380889,27.3886167,30.15497514,12.35785712,13.2340379,13.08671433,12.82570902,13.25948133,25.86345707,29.54041832,43.04389858,22.81511267,23.1901255,39.1892602,48.50554152,14.58438869,28.65239827,12.15110886,32.55505213,25.16662404,30.28527754,23.01852498,71.54697077,47.74335187,42.63625125,26.75346585,27.61638637,24.63220631,27.55859249,15.5544675,13.41757445,26.29624007,13.56205291,24.44921524,23.97755198,23.24740047,27.86864561,28.04365241,12.44956682,11.78473232,27.26935907,25.45999664,23.71167231,13.71079444,27.17225777,24.98060089,27.50259073,27.39634829,25.26857686,13.6144671,12.59702512,26.39979875,15.11466802
26.76610113,13.81322724,28.33957288,13.59141044,27.42379247,13.58259982,26.78224021,13.09256236,30.27604316,14.96015824,25.69341068,14.01391642,28.8884273,24.43835949,25.82575293,26.28292963,26.43612085,26.75589269,24.5576006,11.98860895,13.88820158,24.87724795,25.89982776,25.66740564,28.44215074,14.29836104,13.68218647,13.49324293,13.58625244,27.22681517,14.36787727,12.29694449,65.68935345,121.8856255,23.50699571,40.32414595,25.37195711,27.1023851,14.14254207,27.3845077,30.17927004,12.3588692,13.2231258,13.10216887,12.83185521,13.25496788,25.85128625,29.5187218,43.09204112,22.83056849,23.17082179,39.19879529,48.49393736,14.60139146,28.65401513,12.16080836,32.53980283,25.14981381,30.32916256,23.02572072,71.50637739,47.77180016,42.62116492,26.78296332,27.6037304,24.64594875,27.56365359,15.56151443,13.4232149,26.30892544,13.56713367,24.46192382,23.99055476,23.23735128,27.86710581,28.04588607,12.44912461,11.79187519,27.26960037,25.43477184,23.70027007,13.71882459,27.1863212,25.01502075,27.50315668,27.38912653,25.25108704,13.62394476,12.59406396,26.38270223,15.12467989
26.74320131,13.79852852,28.31073686,13.58619124,27.43779055,13.5817781,26.78076043,13.09503699,30.26592389,14.95819124,25.71952313,14.0215714,28.92061243,24.45957185,25.82952503,26.26657916,26.44036513,26.73625202,24.56569414,11.99095278,13.88211795,24.89274133,25.88019006,25.68489448,28.44427783,14.28779625,13.69008384,13.49543074,13.56677315,27.19969179,14.36114712,12.29757122,65.72215822,122.0018681,23.53409644,40.36777633,25.34293848,27.10470811,14.1356432,27.36532344,30.19720005,12.36405849,13.21686062,13.10729859,12.81715538,13.25136079,25.82762473,29.54629607,43.12582901,22.82533775,23.1729085,39.21304198,48.51590749,14.62928823,28.64416098,12.16047785,32.51266378,25.13744657,30.32943094,23.02831689,71.41919035,47.76293305,42.60683635,26.79113301,27.59107265,24.61652723,27.58487302,15.57871148,13.41253358,26.31902795,13.55875662,24.49729171,23.9904665,23.24614835,27.86778738,28.06239638,12.44506498,11.80052838,27.3069474,25.43653623,23.71115702,13.72423419,27.1925955,25.0403942,27.52324154,27.39302526,25.2293833,13.63161785,12.60500078,26.39268457,15.12001563
26.71992955,13.77874489,28.30562547,13.57007039,27.47922605,13.56308597,26.78141543,13.10541738,30.30149162,14.94853161,25.73142228,14.02016287,28.93181631,24.47572862,25.82287263,26.23288963,26.41012453,26.74207595,24.54686682,11.98488443,13.86357584,24.91434623,25.86343004,25.70621057,28.45288211,14.28680477,13.697265,13.50797807,13.54890375,27.19149732,14.34916955,12.29282625,65.70320163,122.0681658,23.52277347,40.39295688,25.34169432,27.16450865,14.13048837,27.36129089,30.20008436,12.36985007,13.22107837,13.11027914,12.81364388,13.25592456,25.80068969,29.55104076,43.16365112,22.82259977,23.19855944,39.24981501,48.56952247,14.64325315,28.62020229,12.16799173,32.46809736,25.15441168,30.37096855,23.01412899,71.31441242,47.72313529,42.55722342,26.78362726,27.59799691,24.58222151,27.57308861,15.58598132,13.4110409,26.29295205,13.55629177,24.55213239,23.98247787,23.23785428,27.85218848,28.08305544,12.44108161,11.80599581,27.3465993,25.45576043,23.72180418,13.72551725,27.17696369,25.06611653,27.5179075,27.41605506,25.2213228,13.63978108,12.61781998,26.42004436,15.1024954
26.68974033,13.76059629,28.34956541,13.5733522,27.50770676,13.56424849,26.76642462,13.12160287,30.30362355,14.95685383,25.74621312,14.02749916,28.94493537,24.4578156,25.81986199,26.22067878,26.40882798,26.77246718,24.53744064,11.97685403,13.8563634,24.9123986,25.87321591,25.71190819,28.44187922,14.29104567,13.70766317,13.50660884,13.53301956,27.19329207,14.32950057,12.29968449,65.66815104,122.1266619,23.5071695,40.38271565,25.36207092,27.1687088,14.13612343,27.36754793,30.17161543,12.36605027,13.22360967,13.1102012,12.82163028,13.25494623,25.80771163,29.53880499,43.13443416,22.80434496,23.19220804,39.25977527,48.59218754,14.65076144,28.6067051,12.16205607,32.41858177,25.16886337,30.41506966,23.03197918,71.19835503,47.63703485,42.55179792,26.7683089,27.62305903,24.57167448,27.57568779,15.58969783,13.40674525,26.29477598,13.54222486,24.587024,23.94297711,23.24661637,27.82749923,28.08719504,12.43684673,11.7970443,27.35845282,25.45947848,23.71550748,13.72629179,27.15493116,25.12166859,27.52621257,27.41360416,25.2392067,13.64936478,12.62733516,26.4185846,15.10234059
26.69829855,13.74446392,28.32861845,13.57832277,27.53454742,13.594175,26.74269783,13.13049194,30.29311562,14.97393075,25.77935819,14.01118574,28.93536262,24.43642717,25.80551588,26.23134163,26.43006263,26.78632369,24.50832547,11.98237908,13.85800699,24.90162968,25.90003719,25.69946726,28.41253187,14.2951655,13.72683935,13.5040128,13.5363032,27.17769171,14.30764731,12.28500153,65.57679975,121.9867568,23.5161494,40.42979463,25.35019093,27.15559573,14.14208883,27.37326312,30.17401858,12.36374364,13.22553995,13.10683995,12.82774875,13.25798812,25.84079976,29.53954767,43.13326503,22.78718465,23.17386631,39.26658616,48.60377445,14.64690593,28.63633432,12.15762094,32.41585365,25.15336383,30.42825323,23.0571144,71.1334694,47.60204693,42.58543503,26.75398609,27.62804213,24.57934896,27.56068663,15.57827052,13.40393951,26.31464881,13.532383,24.60877529,23.94798207,23.27692331,27.82677055,28.08133235,12.43346229,11.78940453,27.37740916,25.45292139,23.69806507,13.7215713,27.16900374,25.11576327,27.5187633,27.41358976,25.24752082,13.65645965,12.64016843,26.41923074,15.11290692
26.69962052,13.74779886,28.32665264,13.58937865,27.555581,13.59627692,26.74199756,13.1274836,30.27067298,14.98945132,25.7973044,14.01196799,28.91225235,24.44101518,25.81562356,26.21949272,26.41768237,26.79250567,24.51425261,11.99443817,13.86718108,24.9110568,25.89860616,25.6733176,28.39083441,14.30375619,13.72613446,13.50092798,13.54453194,27.16264327,14.30644328,12.26788108,65.64024519,121.9533363,23.53612442,40.50703798,25.3290482,27.14177913,14.13729018,27.38281755,30.1917817,12.34925713,13.22307666,13.10706031,12.83231401,13.242281,25.85347085,29.49417147,43.20701833,22.79400333,23.15898577,39.24566119,48.5681477,14.64199092,28.66029744,12.16246924,32.4345641,25.16125935,30.44933659,23.05210422,71.10634407,47.64651334,42.58358693,26.76810745,27.63118682,24.57453345,27.5283458,15.56936924,13.41500279,26.31849231,13.53729061,24.62795277,23.97667898,23.28485934,27.84142296,28.08961832,12.43774437,11.79386525,27.39146572,25.44995388,23.66758154,13.71009423,27.19069111,25.13757408,27.51405532,27.41734382,25.25290925,13.67620462,12.64601641,26.40444266,15.11843389
26.692842,13.75615618,28.33506112,13.5934767,27.56191183,13.58971463,26.75607878,13.12590891,30.25021999,14.98462205,25.8118336,14.02250286,28.93111625,24.44516559,25.85259339,26.20056954,26.39564933,26.77710386,24.52322973,11.99772931,13.87301054,24.9021687,25.89923958,25.66868238,28.36255143,14.32717611,13.74747232,13.48977266,13.54179519,27.11908221,14.31470097,12.26261754,65.68003055,122.0293465,23.53679985,40.54570545,25.29432865,27.11850023,14.12927874,27.37105008,30.21400839,12.34217704,13.21454826,13.12649824,12.83337147,13.24079717,25.8641842,29.47736043,43.22879569,22.79172412,23.15057991,39.24585393,48.54039633,14.65292615,28.66927436,12.16760177,32.45157773,25.15543072,30.46497039,23.04900563,71.08624913,47.65416465,42.58848879,26.78057148,27.6107163,24.57644382,27.52093643,15.57747834,13.42815666,26.31171398,13.55345284,24.6468502,23.98561364,23.28136601,27.85985221,28.06556725,12.43682642,11.80609128,27.38452702,25.43581331,23.65428833,13.7036286,27.18995213,25.16313882,27.52427617,27.38123561,25.23902926,13.70682076,12.65328555,26.38103675,15.11700942
