1_a,2_b,4_c,5_c,6_c,7_a,9_a,10_a,11_a,12_b,16_c,17_c,19_a,20_a,22_b,24_c,28_a,29_a,30_c,31_c,32_c,33_a,34_c,35_a,37_a,38_b,39_b,41_c,42_a,43_b,45_a,46_a,47_abc,48_abc,49_a,49_b,49_c,50_c,51_a,52_a,53_a,55_a,56_b,58_b,59_b,60_a,62_c,63_a,64_b,65_a,65_b,65_c,66_c,68_a,69_a,70_a,71_a,73_c,74_c,75_c,76_a,76_b,76_c,77_b,79_a,80_b,82_a,83_c,84_c,85_c,86_b,87_b,88_a,90_b,92_c,94_a,95_b,96_b,98_a,99_b,100_c,102_c,103_c,104_c,106_b,107_b,109_a,111_a,112_a,113_a,114_a
42.47889717,17.82418281,36.31067608,17.28311455,40.39526188,20.65308155,41.02806193,18.08825221,36.00801487,17.63439923,44.76510907,17.73420509,40.62189188,35.13816011,44.45573706,42.86686605,36.52489756,47.28112075,40.8187668,17.34759629,19.20119658,39.89692249,37.42866884,41.23927623,42.01535299,19.58100294,19.1314182,17.95799767,17.80513898,36.68092364,17.67440726,22.04874543,94.27845727,201.7090918,31.06671462,66.10617467,39.95269958,43.55611202,22.87522691,35.36504766,35.232152,17.65018043,23.71368422,20.53258105,17.73025303,18.91090335,41.447216,39.57585429,86.4145021,31.55118517,32.09042356,80.34582956,67.35114931,23.23837783,43.72059003,23.61650749,36.14741533,36.21508427,36.29527622,44.83096186,110.8047145,73.14832755,67.08153579,43.83221079,35.66372313,35.22370297,45.66440417,20.58944771,23.74957993,35.3463773,21.34271928,41.40234762,41.93624062,36.14442069,41.0666118,35.65542361,23.83364087,19.99257246,35.64972269,46.98657371,47.43688467,17.82656922,41.13391181,35.76587633,40.91274709,44.01006855,36.17588264,18.19248405,19.1105617,35.36042351,20.39524784
42.39188368,17.79216062,36.20205618,17.29756105,40.35590122,20.71211352,41.03693346,18.09035399,36.03498491,17.62311168,44.90768515,17.7495401,40.66786985,35.1753255,44.37851876,42.87597717,36.50272462,47.26975575,40.81979459,17.37426479,19.28373173,39.99578914,37.36387468,41.19939328,42.02209403,19.61564058,19.18384589,17.97267566,17.80926638,36.55579198,17.68859923,22.06252866,94.13378974,201.0106011,31.09536021,66.04270601,39.95132677,43.59462424,22.80447414,35.36767504,35.3045274,17.67428737,23.62762691,20.48901886,17.71568462,18.8793801,41.44196554,39.66098589,86.39261684,31.56182916,32.16232123,80.54608687,67.52890123,23.25990177,43.80641626,23.63030256,36.18180142,36.2150206,36.31124693,44.88995794,110.8535251,73.33252284,67.12376068,43.87873514,35.67069414,35.24181167,45.83360977,20.59929602,23.65492076,35.54967605,21.3415416,41.41101085,41.84881478,36.15734709,41.07773851,35.70939422,23.80653198,19.96865823,35.6255641,47.11126811,47.39579222,17.80651843,41.13771984,35.80523626,40.93995531,44.01607203,36.14163919,18.1889678,19.08585627,35.38642834,20.39430366
42.43223734,17.77311526,36.20847211,17.3391543,40.4836752,20.76000596,41.04628522,18.08456857,36.00192735,17.63643684,44.8982413,17.77146209,40.6680785,35.17530561,44.25700433,42.80124633,36.47247965,47.39762383,40.78814254,17.39605588,19.30037113,39.94634928,37.34368666,41.24291619,41.99588695,19.60242529,19.20060342,17.90020798,17.80691488,36.59582845,17.70778797,21.96643877,94.23666348,200.2966413,31.15432391,66.01112232,39.90925105,43.71723742,22.82937504,35.37020702,35.36847065,17.67068092,23.55784631,20.51549364,17.70485508,18.91400317,41.29610406,39.65534644,86.02249497,31.51550305,32.19618509,80.54659948,67.52285383,23.24368492,43.80770924,23.62713676,36.15226622,36.2372299,36.39033401,44.94159766,110.729243,73.19627034,67.07827876,43.95519132,35.70336313,35.25646841,45.85625161,20.63801771,23.59683768,35.6131241,21.39067057,41.40700065,41.69591937,36.14894347,41.13611658,35.6881815,23.86885304,19.97649309,35.6775666,47.15485315,47.27786312,17.83025753,41.1338872,35.73194064,40.93650059,43.95806586,36.1722491,18.22064302,19.04262613,35.39482328,20.44951973
42.50331081,17.77908541,36.25043627,17.39155786,40.54832221,20.76916713,41.10044148,18.10601841,35.97182952,17.6727758,44.85292382,17.77677059,40.54538588,35.13182615,44.27078715,42.82935756,36.44498371,47.50833284,40.81203092,17.37055427,19.26507662,39.82087801,37.3755899,41.29446432,41.95688484,19.59840493,19.17718058,17.87543133,17.84184108,36.67114569,17.71077023,21.93263852,94.16403186,200.5462724,31.06757041,65.91986863,39.88058188,43.73979105,22.79098313,35.30082469,35.33483476,17.65265513,23.57029643,20.54294007,17.70199279,18.92705864,41.11377513,39.59204046,85.99147273,31.41509834,32.18451552,80.74152529,67.52189819,23.20991155,43.82590025,23.69134154,36.155075,36.24416424,36.35502317,45.00542906,110.8358109,73.40738195,67.10020854,43.89676981,35.73151375,35.30770456,45.78204199,20.65211708,23.60988042,35.68885551,21.42611325,41.39184143,41.86627435,36.03173329,40.97665313,35.64961292,23.84064049,19.98858319,35.66947037,47.02932651,47.16494672,17.85035915,41.1050348,35.77201004,40.91511055,43.89269766,36.17375133,18.24902873,19.07020303,35.40247706,20.4592614
42.53146158,17.81686335,36.19182348,17.41075021,40.58340301,20.74439964,41.1050348,18.15480948,36.02420775,17.66359896,44.79578814,17.78381665,40.45183755,35.14985742,44.30749411,42.83770112,36.52805309,47.61158224,40.90340721,17.40179116,19.23083182,39.85092151,37.37612732,41.27111573,41.91382532,19.60934241,19.17561828,17.86228842,17.81145055,36.55904178,17.77097719,21.9382736,94.45593504,201.3942899,31.09812784,65.85971888,39.85739804,43.63053529,22.85145424,35.40021201,35.31381457,17.64944894,23.57465302,20.53922896,17.71207994,18.923026,41.04792521,39.48679965,86.28257486,31.44427819,32.11563116,80.55730687,67.67120271,23.21609158,43.64852088,23.6350847,36.25008819,36.12713813,36.32811804,45.20753686,110.9484601,73.31344748,67.14898671,43.783577,35.72690879,35.36036599,45.86878174,20.70687181,23.61374652,35.7550388,21.43880289,41.49286332,41.82588636,36.00970338,41.09229407,35.6965156,23.80959505,20.01508517,35.63935151,47.0951571,47.21002535,17.86817507,41.10044148,35.70031911,40.95117648,43.88870069,36.1122928,18.19853061,19.00199488,35.40490021,20.45880708
42.54837758,17.79245688,36.26229823,17.4060734,40.64390979,20.70968107,41.1338872,18.13550202,36.12179106,17.6775544,44.77738296,17.76954281,40.46339863,35.19971565,44.37150447,42.86833138,36.45593864,47.65609024,41.2197032,17.41381744,19.16637366,39.85788373,37.33996069,41.22267694,41.87559581,19.62007224,19.18843726,17.91203982,17.80615985,36.54201208,17.80719605,21.93622687,94.62163789,201.1514845,31.01913472,65.98198853,39.75657982,43.63517112,22.89626713,35.41071465,35.3392938,17.66411017,23.60698849,20.48337887,17.70059409,18.94656024,40.99300805,39.51123176,86.57614379,31.43927291,32.14245385,80.41527419,67.63042673,23.19522446,43.61915624,23.56537504,36.28826123,36.14861332,36.27873227,45.21487726,111.0002899,73.27551375,67.10872528,43.69797265,35.72438966,35.39328133,45.65402073,20.76336018,23.68609259,35.71726522,21.3971344,41.646758,41.73240662,36.04927432,41.12229569,35.72540715,23.90447598,20.01524437,35.6137807,46.99328237,47.16325691,17.84972862,41.04628522,35.72347993,40.97074025,43.89273039,35.93985717,18.22331131,19.01819124,35.34322801,20.41612793
42.58751755,17.82379023,36.09217974,17.41341473,40.50160762,20.73561031,41.13771984,18.05942912,36.12577539,17.66585105,44.81874412,17.76230548,40.51550203,35.10571874,44.44350915,42.77498294,36.46741156,47.63716135,40.96082067,17.43038734,19.17357134,39.81394488,37.38535229,41.18748209,41.8432291,19.66298733,19.18610845,17.85662304,17.80948561,36.60046682,17.79478746,21.9588525,94.7313533,201.3764594,30.98913824,66.13744339,39.84135233,43.73263357,22.88415182,35.32494329,35.30971827,17.67225902,23.59097353,20.48321976,17.70370128,18.96701151,40.90620219,39.57421803,86.70189586,31.39236686,32.14534209,80.52980239,67.58022514,23.16677048,43.61764783,23.54342816,36.33516785,36.17295832,36.25681393,45.30862147,111.0237159,73.21469542,67.12804466,43.59521156,35.70351956,35.42331291,45.57657911,20.78180742,23.72320151,35.73992246,21.4287835,41.5557154,41.62494877,36.13902909,41.01301876,35.77308088,23.96126794,19.99054616,35.671746,46.9247001,47.16141353,17.83242492,41.03693346,35.71067365,40.97970211,43.87871435,35.98365515,18.28005651,18.97100681,35.32494329,20.35368839
42.5840065,17.89649016,36.05442811,17.43893054,40.49899045,20.70219452,41.13391181,18.00273989,36.0706472,17.6346545,44.80236508,17.78708234,40.4755843,35.07886531,44.44982584,42.71231763,36.45032656,47.49115452,40.89422033,17.43660381,19.1993216,39.8166892,37.34856744,41.16411295,41.9688934,19.64750193,19.26652749,17.8641222,17.8270833,36.55083322,17.79688648,21.94324317,94.80859355,201.088973,30.98267818,66.16767886,39.8197286,43.71735525,22.84058163,35.34322801,35.28350384,17.65976912,23.58670663,20.51277202,17.72535769,18.93464491,40.77509828,39.66299606,86.3880937,31.39003108,32.19499241,80.46277293,67.5359559,23.16483364,43.65596521,23.5466835,36.34561014,36.12408628,36.2628294,45.27941725,110.9974086,73.22658885,67.10241531,43.63785534,35.68272773,35.39379242,45.60155436,20.75796052,23.76487449,35.70930039,21.42813663,41.54889619,41.48633677,36.16769501,40.88469453,35.7655003,23.92570199,19.95400175,35.67887292,46.97563735,47.14719582,17.85087593,41.02806193,35.82343358,40.9598566,44.04486844,36.03473091,18.28647114,18.87305689,35.41071465,20.32857134
42.63318039,17.92082612,35.94466863,17.47145367,40.55758297,20.698376,41.15177457,17.94083295,36.10775107,17.6124752,44.71531501,17.78277907,40.43312174,34.97107555,44.37001163,42.75385732,36.43793962,47.51315354,40.93182749,17.43670077,19.19953852,39.77942442,37.33093782,41.22039554,42.01494399,19.66003143,19.30638088,17.86801602,17.85457125,36.59369064,17.78262497,21.99613167,94.73502456,201.34036,31.04125368,66.24784677,39.87088335,43.75072298,22.84288693,35.40490021,35.29904858,17.66601512,23.59279333,20.5333059,17.72119846,18.93141343,40.81496183,39.69586807,86.15353329,31.31654861,32.15598223,80.69506589,67.58525853,23.16391697,43.70340119,23.54169603,36.40665164,36.09231233,36.25625423,45.34006136,110.3092175,73.10478209,67.05557797,43.60078046,35.74084659,35.39660394,45.55023468,20.79902091,23.74086156,35.74934393,21.44275668,41.55325473,41.51372111,36.15794843,40.90656749,35.72214069,24.00343225,19.93208506,35.64707494,46.94205576,47.2485492,17.87881646,41.03668268,35.85017888,40.91593187,44.08547581,36.08676648,18.28852883,18.86933127,35.40021201,20.32496405
42.67438007,17.9216211,35.84960853,17.49337096,40.48742161,20.70117381,41.26557838,17.93959249,36.06986208,17.5640698,44.80627533,17.80057596,40.44552816,35.00938316,44.36120551,42.8408518,36.4792921,47.55114757,40.97918021,17.44460994,19.20225365,39.80417882,37.35653684,41.20490659,42.09307642,19.68061883,19.29559132,18.01861224,17.85530357,36.61428496,17.76090375,21.99670649,94.70108932,202.069442,31.14375218,66.21103234,39.93052235,43.86706583,22.87142515,35.40247706,35.3100098,17.62399242,23.4992566,20.53886926,17.68288162,18.93406086,40.67218506,39.68530582,85.99463299,31.18997491,32.17487292,80.88720922,67.55326446,23.21201071,43.6982932,23.4861189,36.28550296,36.14180413,36.33936771,45.37606849,110.0736306,73.01091227,67.1033857,43.51557167,35.85582577,35.38104063,45.54461568,20.84994748,23.7814792,35.74492529,21.43787384,41.72160184,41.49508034,36.1296717,40.91277802,35.73083993,23.95741127,19.91925607,35.59145843,46.76665523,47.37049676,17.92447751,41.05365238,35.86948372,40.77045929,44.12543654,36.07784898,18.26244774,18.84410161,35.30082469,20.308346
42.62032846,17.93902519,35.88139257,17.50587198,40.52911421,20.70550543,41.21812654,17.8843622,35.9983456,17.5574463,44.85310377,17.83479855,40.46014809,35.07707003,44.40944016,42.80234559,36.49420307,47.61205973,40.95890684,17.44402238,19.21245603,39.7465223,37.35799222,41.22296375,41.96521294,19.6914231,19.27679079,17.96543196,17.80335026,36.77379206,17.71142307,22.00318186,94.46046514,201.9536816,31.33830181,66.20038481,39.94591681,43.83693143,22.89498446,35.39482328,35.37341331,17.63905456,23.51343975,20.56805829,17.66205067,18.94461833,40.70498099,39.77485058,85.94266568,31.14307373,32.22426383,80.74243373,67.52100298,23.27797303,43.71281544,23.52388713,36.22624509,36.05763924,36.23875191,45.43270421,110.0469404,72.77146683,67.07512685,43.54882341,35.82230689,35.41613562,45.58361346,20.8537807,23.78806706,35.58952552,21.42650274,41.73603979,41.57683563,36.10067847,40.91370808,35.68115128,23.92317327,19.9362966,35.56508608,46.84862935,47.26432658,17.92120324,41.10597494,35.82675367,40.72900941,43.98597093,36.43374979,18.28779583,18.85892207,35.37020702,20.2750747
42.68794196,18.00336885,35.91288291,17.5445365,40.66435973,20.70350032,41.31889637,17.87658036,35.9726193,17.56327389,44.75278338,17.86014724,40.4903755,35.05757131,44.29411116,42.78076776,36.46598569,47.66516578,41.02760533,17.42107736,19.17944183,39.71269681,37.45700373,41.33080293,41.9292855,19.64596772,19.23417802,17.95010488,17.78713665,36.83407826,17.69376017,22.03266674,94.36886033,201.9537897,31.48587545,65.95972433,39.975394,43.66242552,22.90833782,35.38642834,35.49355472,17.65481029,23.53625159,20.48832657,17.66156481,18.95475791,40.68665383,39.78618018,85.81102931,31.13335316,32.30254627,80.67763669,67.84107741,23.34493119,43.76512503,23.5118513,36.16080275,36.0197748,36.2423989,45.31519415,110.1681898,72.33652083,67.16941201,43.53949878,35.83767483,35.46779787,45.57704195,20.92174889,23.73634453,35.52950918,21.40212162,41.71364517,41.62560061,36.03739508,40.97405437,35.65547417,23.85232391,19.95059931,35.5674857,46.83026009,47.12316447,17.93046812,40.97912355,35.79187517,40.72803711,43.87636174,36.39688088,18.30253967,18.81895729,35.36767504,20.28996564
42.76714817,18.04968456,35.89244992,17.58439462,40.61915038,20.69592071,41.31626532,17.89088958,35.88598552,17.56812704,44.65567685,17.86013822,40.61565969,34.98889794,44.19898647,42.64660395,36.44252722,47.6515454,40.957159,17.38977633,19.14433047,39.64401708,37.49535363,41.43717857,41.79371256,19.58064662,19.29200526,17.9416426,17.78887192,36.83265178,17.72260493,22.03653383,94.40935904,202.3278935,31.48120201,65.90308059,39.90443937,43.66132807,22.90711139,35.36042351,35.4407609,17.69422281,23.49339796,20.54614704,17.65804668,19.00261399,40.74706797,39.76397717,86.00796901,31.09539064,32.3574035,80.5130962,67.90952584,23.39674458,43.82056222,23.50935741,36.1271535,35.99341793,36.26635494,45.28627376,110.1116218,72.1687334,67.07978239,43.50211263,35.89863571,35.40720822,45.5398044,20.9341059,23.7760923,35.54128811,21.3199088,41.56697129,41.59973598,36.06166808,41.03895045,35.65632153,23.84532216,19.92632152,35.51328232,46.84550639,47.18555992,17.9031472,40.94183537,35.82048276,40.64460611,43.83660209,36.29714148,18.32513373,18.84129077,35.36504766,20.28909157
42.73477638,18.10548556,35.85020957,17.61879175,40.59999844,20.74643166,41.23692085,17.92820289,35.8144543,17.56430965,44.48594898,17.89051404,40.72079184,34.99207733,44.22785139,42.78435844,36.39297244,47.64845861,40.89807387,17.36886284,19.117755,39.62160637,37.52216077,41.48011979,41.87345989,19.57096234,19.29445946,17.96818901,17.81852759,36.87180982,17.75819244,22.02688537,94.60429113,202.0695356,31.47737901,65.89287359,39.86651688,43.79384198,22.90938645,35.32926864,35.47699639,17.72115523,23.52379563,20.56114785,17.63954545,19.00965204,40.83883511,39.74213218,85.79466589,31.06844676,32.37244615,80.1711218,67.92265311,23.41501124,43.81359362,23.52886183,36.11857357,35.99247496,36.28214572,45.28205231,110.3187821,72.09893824,67.12519841,43.55960758,35.83812748,35.30967934,45.5631998,20.97681069,23.78526676,35.62785567,21.25625872,41.5768526,41.65041563,36.15562102,41.1121323,35.6360081,23.78305994,19.94851384,35.55883453,46.90177866,47.29601733,17.84763586,40.91528072,35.73087495,40.6304268,43.83041886,36.31440072,18.35596165,18.83916403,35.30967934,20.29782258
42.75832225,18.09896459,35.82059196,17.61266825,40.51058884,20.823379,41.25005314,17.94483404,35.81558879,17.57438848,44.50086956,17.93776058,40.71433013,35.03083579,44.14931406,42.85974221,36.36814865,47.56538855,40.95111671,17.3919831,19.16147017,39.65817188,37.54033149,41.51052123,41.94893647,19.54426159,19.33644961,17.97353276,17.82180248,36.83907237,17.75946026,22.00882553,94.42178261,202.078327,31.49834552,66.0760378,39.84258808,43.87429285,22.88621932,35.3455456,35.48797978,17.73506758,23.42972871,20.50650938,17.65173146,19.02404497,40.83067535,39.73972283,86.18662137,31.10240287,32.34350327,80.41262724,67.83065973,23.41042253,43.78970742,23.54446343,36.14982699,36.08950593,36.2991506,45.32240877,110.368298,72.17510334,67.30421501,43.61602158,35.87830482,35.36504766,45.53312002,20.96792739,23.79934169,35.58538116,21.15704978,41.56724666,41.65179908,36.13933118,41.08220199,35.64992827,23.73481834,19.99110069,35.36997252,46.94339836,47.4357544,17.87580543,40.94522946,35.76656651,40.61827559,43.81833167,36.39436114,18.35939657,18.84488484,35.40720822,20.32325382
42.75906904,18.08882553,35.72366231,17.57281218,40.50107424,20.7778577,41.24941362,17.91362891,35.82270824,17.61015578,44.52512991,17.92253231,40.52832614,35.10013743,44.10521996,42.92930931,36.41733376,47.53218195,40.87332299,17.41797041,19.16938425,39.64593109,37.56223597,41.53017588,41.89470613,19.54597804,19.31128748,18.04692891,17.86055652,36.78580019,17.77458056,22.02393606,94.31667375,201.4583242,31.52023697,66.1346794,39.82943362,43.89923069,22.89202962,35.37145143,35.52654414,17.77470622,23.37758358,20.44234726,17.69297333,19.02064851,40.75719669,39.71551327,86.24471519,31.11354552,32.30674904,80.49872917,67.56281345,23.44958408,43.77613539,23.54343956,36.04960492,36.03629943,36.30475616,45.26707377,110.3914606,72.26531256,67.32903394,43.5467388,35.84659746,35.36767504,45.50304904,20.90865512,23.81789916,35.57390902,21.07486993,41.6637283,41.65668933,36.22178417,41.10762157,35.70520638,23.69061225,20.00064444,35.37265953,47.03898332,47.2928253,17.90795477,40.97045744,35.81715172,40.75748828,43.79619015,36.42024946,18.36098455,18.82648802,35.46779787,20.28721713
42.79684126,18.1483925,35.71862907,17.5785329,40.44062371,20.7744481,41.18466043,17.9174496,35.79820221,17.63061423,44.60974377,17.91870895,40.51589403,35.08886004,44.11039574,43.01052706,36.42250981,47.51998559,40.87809254,17.43671322,19.25771124,39.61848707,37.617315,41.41887973,41.91247683,19.54049287,19.31533604,18.08412591,17.88415682,36.78396584,17.75478473,22.0484696,94.12281333,201.9395549,31.4363503,66.18556051,39.77523825,43.87628965,22.84371535,35.39532024,35.48633863,17.75980538,23.38672026,20.45328374,17.69276911,18.99041713,40.76080231,39.70145477,85.97081767,31.08459368,32.27584277,80.38306519,67.54201554,23.49583188,43.87214846,23.48808783,36.1518436,36.02705614,36.33310793,45.33191536,110.4395483,72.22445253,67.16433941,43.6091931,35.92206412,35.37020702,45.50042107,20.87313677,23.8607158,35.51268241,21.04393566,41.61701573,41.64853347,36.24105105,41.07560387,35.72461666,23.7111669,19.97848365,35.4332012,47.08389571,47.2804824,17.88261697,41.03885849,35.84604135,40.80976666,43.74800902,36.4135385,18.42149137,18.80690401,35.41613562,20.30607947
42.88492045,18.13931442,35.63099494,17.60357292,40.30562894,20.77662736,41.16982682,17.90548708,35.82698142,17.64340728,44.52292954,17.85603657,40.56047624,35.06379589,44.09076622,42.90309343,36.5166043,47.51605384,40.83226352,17.40562402,19.26494028,39.65820902,37.5511551,41.30288899,42.01171544,19.52978746,19.36948163,18.05979854,17.90600526,36.87211909,17.7134575,22.01939464,94.22088658,201.5423121,31.3658912,66.25149462,39.74501021,43.95540619,22.83462929,35.35967369,35.45284708,17.76839228,23.39746383,20.45638901,17.70888613,18.91550221,40.80685875,39.64755953,85.86039762,31.03303842,32.28528766,80.46680414,67.66511706,23.53208323,43.85002015,23.491178,36.18013804,35.99649068,36.44247724,45.35640218,110.1597211,72.13968464,67.1974711,43.6945055,35.95632562,35.30082469,45.29575499,20.80720524,23.86051996,35.45374476,21.03304221,41.59509805,41.71190284,36.27985849,40.895349,35.68963747,23.76642529,19.92952758,35.37749081,47.16047912,47.2681798,17.88957259,41.02247331,35.87416235,40.87673558,43.74263182,36.33987196,18.44209569,18.78555477,35.38104063,20.29247777
42.83155719,18.16547476,35.60095946,17.53926957,40.25810397,20.86080092,41.28143737,17.90702726,35.78070811,17.61540336,44.53741768,17.78732625,40.48877704,35.0124576,44.08681758,42.97472413,36.54344461,47.47825745,40.75245313,17.397538,19.27156835,39.76177306,37.56020555,41.26991659,41.99885932,19.5299138,19.36628955,18.06387682,17.9249464,36.88988785,17.6807013,21.99956946,94.75773124,201.3418159,31.34940055,66.37851592,39.65081665,43.9775809,22.81163368,35.28126023,35.51558139,17.76672269,23.39100493,20.45685404,17.67533107,18.92042228,40.73195357,39.49094819,85.70206693,31.00735349,32.13652159,80.57066121,67.68859898,23.59343675,43.95625016,23.5368911,36.19211466,36.0349468,36.5117083,45.29809543,110.1006893,72.07809365,67.36475599,43.7631962,35.89583151,35.40021201,45.2228563,20.775462,23.81230597,35.43883089,21.01004456,41.52106109,41.66668834,36.46440116,40.94489385,35.70574238,23.7288011,19.90164891,35.36757757,47.11857,47.38389769,17.92187429,40.920247,35.97642054,40.86663324,43.74471112,36.2557364,18.41686195,18.79156798,35.39660394,20.28082254
42.82440006,18.19926531,35.74140665,17.56461497,40.23184129,20.8680199,41.3650629,17.9335094,35.72626242,17.6215952,44.54438521,17.77011872,40.42938698,34.96762227,44.10424984,43.03665492,36.59666393,47.42696137,40.74970708,17.40307681,19.27125857,39.76445702,37.54087785,41.32971535,41.95535827,19.52771023,19.35788593,18.06285644,17.86942388,36.95407877,17.69404115,21.92705941,94.61631704,201.9414739,31.2996795,66.34869645,39.60950454,43.93389251,22.75743881,35.29729849,35.49689181,17.77066476,23.34242737,20.48702718,17.64322457,18.90921052,40.71670343,39.49143036,85.70998834,31.03181648,32.09842125,80.59172799,67.71162797,23.65057641,44.04192214,23.55079793,36.22615015,36.12571288,36.44329036,45.26316684,110.0721972,72.03719766,67.26509591,43.85472074,35.92852353,35.41071465,45.11619877,20.76562618,23.7843948,35.40685768,21.01577748,41.50118774,41.69239894,36.46223847,40.94432375,35.71606335,23.70955027,19.90745943,35.35517949,46.98574367,47.47116981,17.9302408,40.88832342,35.94053232,40.85516257,43.68210389,36.28077142,18.40251121,18.83847503,35.39379242,20.23992009
42.90536071,18.21277711,35.75915718,17.5613909,40.18623431,20.85682259,41.32695961,17.9212259,35.76851691,17.61462572,44.60004705,17.70138675,40.49552523,35.10432153,43.91857266,43.13911958,36.5745581,47.13861585,40.6910196,17.44587444,19.2850908,39.77522952,37.49753657,41.28906132,42.01365735,19.56147866,19.31403468,18.0174734,17.89047248,37.00940805,17.70164337,21.9086992,94.48040778,201.7628207,31.31443914,66.11959994,39.67041979,43.86638044,22.80025859,35.25286692,35.54022025,17.77717828,23.4577653,20.51947523,17.6241827,18.92783253,40.80759976,39.55242714,85.85730203,31.05630229,32.09091818,80.49287891,67.72255936,23.61267787,44.08683462,23.54347091,36.10296581,36.12775365,36.43342909,45.41800372,110.0228686,72.1356922,67.14717265,43.77705779,35.86019632,35.32494329,45.0335806,20.77109075,23.76224782,35.36449086,21.03674945,41.40836283,41.8646176,36.41811907,41.02846997,35.8027038,23.66644547,19.87467826,35.30265445,46.96221583,47.44526669,17.90351268,40.88840862,35.94332338,40.78502697,43.77314591,36.30510687,18.37846991,18.86888481,35.42331291,20.18452695
42.9638199,18.2017948,35.6606131,17.60928029,40.26952677,20.78348565,41.40187233,17.91701467,35.63777804,17.58642936,44.72898865,17.68859428,40.57613727,35.14431902,43.89175904,43.22144558,36.60770048,46.93590764,40.73761519,17.45101281,19.28610358,39.76411413,37.43623091,41.32485952,42.23842621,19.57118637,19.34197975,17.99824534,17.93411887,36.98074129,17.76045833,21.86546364,94.4581764,201.955482,31.29196258,65.87896668,39.61329983,44.01380952,22.80602609,35.21610042,35.55715144,17.83222688,23.5391815,20.55606615,17.67223824,18.9650655,40.86911026,39.56071771,85.78477248,31.10329568,32.05363204,80.43706546,67.83358313,23.59417378,44.01080047,23.57134791,35.97442605,36.11959708,36.40059699,45.57929586,110.0146326,72.10858654,67.21390266,43.95871335,35.83548212,35.34322801,45.06593658,20.79668493,23.79993135,35.35699586,20.97402067,41.37167087,41.80471163,36.41987153,41.20019247,35.85032757,23.67115549,19.8501015,35.28218181,46.93609551,47.56168918,17.95175964,40.96733366,35.90488042,40.82764081,43.68076282,36.34257853,18.41312592,18.89461959,35.39328133,20.18465883
42.91419853,18.23551208,35.66226806,17.64748873,40.38368402,20.7884263,41.41859421,17.92729789,35.56956263,17.57238324,44.76011674,17.64521641,40.5127379,35.09950798,43.99239372,43.32195034,36.61672894,47.0155541,40.82698504,17.45124019,19.27423644,39.76239004,37.36844479,41.2966393,42.18860204,19.57008527,19.31466803,18.01352807,17.92552668,36.98871685,17.79268914,21.82432864,94.6332361,202.4201576,31.26104428,65.95600297,39.55375769,44.12062658,22.80481173,35.15266496,35.60094814,17.8015837,23.55147535,20.54110099,17.66949472,19.0263097,40.88875267,39.5766927,85.93282405,31.19836934,32.04495804,80.54145182,67.79499894,23.52866959,43.92271267,23.54397662,35.92201537,36.16825181,36.40283836,45.61065415,110.0984118,72.14018656,67.28255804,44.15493246,35.87481188,35.40490021,45.00748915,20.79937008,23.80172484,35.3011141,20.97081394,41.39083473,41.70227661,36.40556078,41.35672884,35.89178488,23.65093983,19.82995998,35.28318928,46.80732397,47.59686226,17.96638773,41.06984499,35.86438574,40.81327205,43.65351057,36.39338828,18.43617089,18.90968908,35.36036599,20.20503667
42.86039445,18.26737356,35.67311706,17.64658797,40.38610813,20.78362333,41.3882195,17.96743383,35.46431153,17.54584652,44.75798195,17.71367002,40.56546241,35.00056507,43.95402573,43.30021573,36.66689434,47.0515035,40.79266982,17.39819275,19.2677059,39.79236699,37.33489485,41.28343432,42.14576504,19.53938371,19.26640397,18.01814972,17.89087793,36.89363001,17.80607146,21.79893111,94.56654459,202.2007464,31.23599948,65.94488051,39.5968144,44.15151678,22.88247639,35.1781799,35.598119,17.79562462,23.56322588,20.55381079,17.73673879,19.04357659,40.95764569,39.56591778,85.65106526,31.24896137,32.03297498,80.42340665,67.93125,23.51472526,43.86619243,23.57615447,35.89682947,36.09385783,36.43775283,45.57520372,110.3801743,72.32890513,67.25530708,44.18307543,35.83045528,35.40247706,45.08288464,20.85699823,23.77610371,35.31824153,20.98653915,41.37305761,41.61006783,36.27273549,41.36487915,35.92273746,23.66289811,19.81731493,35.32257795,46.74481741,47.55725445,17.94692262,41.23381406,35.8851444,40.80563032,43.73598327,36.33564328,18.45322872,18.93897316,35.30770456,20.24959931
42.8651301,18.26328766,35.62702422,17.6386852,40.30132946,20.83186415,41.44227562,18.01942987,35.3363464,17.57974789,44.70606816,17.78713186,40.50892439,34.91278236,44.04336839,43.31797389,36.65674988,47.02033198,40.78874898,17.39116968,19.22956883,39.66895099,37.28431038,41.25961086,42.1466466,19.53026577,19.25422223,18.04475297,17.85791267,36.94908232,17.79748401,21.77416998,94.61693351,201.7287311,31.28631182,66.04392593,39.66352065,44.20776923,22.85904554,35.17627225,35.5674113,17.81480912,23.59551822,20.53780194,17.75255643,19.06327182,40.91587669,39.48761826,85.36172858,31.20087954,32.21206061,80.70873221,67.97720783,23.53405131,43.94838411,23.64379483,35.84062893,35.94706552,36.42898192,45.69296227,110.2478245,72.51506249,67.48449024,44.06995314,35.8251991,35.39482328,45.18041424,20.85551563,23.75047433,35.3816267,20.99656174,41.39494405,41.61877432,36.2248294,41.35318922,35.96492856,23.63633034,19.82004541,35.38554552,46.61855869,47.58325755,17.96887916,41.20002828,35.90554649,40.77205124,43.72671821,36.30356751,18.50219727,18.94198432,35.25646841,20.21118629
