S701a,S701b,S701c,S712c,S713c,S714a,S714b,S718a,S720c,S722b,S722c,S724b,S725b,S727c,S728,S729a,S730c,S731b,S732c,S733a,S734c,S735c,S736b,S737a,S738a,S740c,S741c,S742a,S742b,S744a,S701a_pv,S701b_pv,S701c_pv,S712c_pv,S713c_pv,S714a_pv,S714b_pv,S718a_pv,S720c_pv,S722b_pv,S722c_pv,S724b_pv,S725b_pv,S727c_pv,S728_pv,S729a_pv,S730c_pv,S731b_pv,S732c_pv,S733a_pv,S734c_pv,S735c_pv,S736b_pv,S737a_pv,S738a_pv,S740c_pv,S741c_pv,S742a_pv,S742b_pv,S744a_pv,bsd_1,bsd_2,bsd_3,sw_a
137.5655323,125.7573473,355.7948392,79.11727745,88.21669962,15.22369873,19.56096334,92.16643172,76.56586235,121.268908,23.16657116,37.61555776,37.48707014,40.32546688,139.1219979,36.74495148,87.1232518,78.79185188,46.60731398,76.5030449,44.1914819,84.93934213,38.97414478,125.06458,135.5364686,89.59721681,37.58412191,9.182165001,75.67969124,37.29775477,138.0903009,148.8268672,381.9365822,91.76785995,95.81739245,16.97066233,22.77832921,92.99244639,81.64791438,141.4606007,24.70903949,45.28715461,36.90498864,41.87076026,133.5764662,38.79553697,95.68157872,93.92286008,44.75830817,88.61170531,46.5391033,97.01817377,44.9940249,147.3650523,138.4113051,93.40570048,39.07102535,8.461062221,74.58991609,40.48501529,0,0,0,1
137.7917853,125.6320494,356.3675413,79.31724114,88.49285808,15.24346771,19.62464751,92.10766399,76.56183743,121.5439105,23.14385379,37.66135719,37.43415892,40.34083605,139.2352066,36.80121862,87.31867965,78.69086242,46.41706791,76.42707415,44.13340586,85.29376865,38.95173471,125.1193209,136.0043588,89.69638582,37.58884715,9.157950449,75.81138266,37.44064421,138.0448767,148.5955449,382.2052855,92.01456803,95.81528391,17.00164317,22.78516127,93.08092594,81.68904631,141.5026171,24.70618066,45.27281544,36.93464358,41.87084443,133.7959801,38.81201204,95.72631408,94.08955963,44.81748891,88.70703688,46.50639468,97.05407093,44.98874411,147.4139659,138.3953514,93.5963007,39.08655843,8.452985797,74.67562072,40.55133285,0,0,0,1
137.373708,125.5677096,356.402374,79.40718626,88.64435136,15.2541518,19.61397913,92.06451598,76.61103145,121.0379445,23.16283979,37.72426383,37.44098421,40.34574622,139.163016,36.86749377,87.42148604,78.61899073,46.32811927,76.40855357,44.22783145,85.34514007,39.00747706,125.0647857,136.099811,89.82299099,37.67411164,9.155794773,76.04830836,37.49006138,138.0634507,148.6065758,382.3003606,92.42072862,95.77008469,17.04745246,22.77866437,93.0861728,81.74555288,141.4708824,24.73276044,45.25194737,36.92009826,41.87067561,133.9644519,38.78788471,95.75502594,94.26818259,44.82770214,88.7404933,46.53701758,96.97319615,44.96567267,147.3804466,138.4056939,93.7133076,39.0856983,8.455221118,74.85251409,40.59749298,0,0,0,1
137.1678588,125.4198993,356.195878,79.52414468,88.4938899,15.28069111,19.62299003,92.03059967,76.63882263,121.0037072,23.21104213,37.75767662,37.45907558,40.44014928,139.1291824,36.82568446,87.57372605,78.74389219,46.26121914,76.49493565,44.12573748,85.09727537,39.09170185,124.9130777,136.0523851,89.69905461,37.64717081,9.136291944,76.0584133,37.40711568,138.0151475,148.5532525,382.2299736,92.68314087,95.71353963,17.10562486,22.76661679,93.09897146,81.763307,141.5657455,24.74208855,45.21268324,36.89284223,41.87111474,134.2901497,38.76064145,95.72772259,94.40767197,44.88191579,88.74155625,46.54649181,96.9423678,44.95997783,147.3534329,138.4863056,93.79193229,39.06726029,8.46334046,74.86788531,40.6027498,0,0,0,1
137.4611869,125.2619346,356.6270919,79.5755348,88.39091163,15.26621226,19.60134672,91.97896381,76.62416728,120.7555865,23.19944234,37.68767271,37.43991439,40.48403151,139.0811439,36.75898957,87.46882102,78.75963042,46.29622021,76.52596957,44.04477107,85.05069569,39.09526515,125.0247732,136.0003552,89.73856796,37.80665812,9.157418022,75.79727523,37.42579196,137.9382559,148.3624218,382.7594331,92.82578571,95.76741506,17.14796959,22.76226385,93.09302546,81.76120146,141.7215836,24.74238492,45.16509736,36.86145479,41.84396848,134.7449484,38.71261753,95.67709242,94.53396898,44.98764823,88.69073433,46.56782557,97.036372,44.94841701,147.3927293,138.4496001,93.85960662,39.044194,8.461228253,74.83092204,40.61285763,0,0,0,1
137.7460926,125.1811949,356.6670946,79.83041912,88.57770382,15.28908516,19.6048667,91.76993346,76.82176069,120.588593,23.2027555,37.6224653,37.45804365,40.3910964,138.9689707,36.7478016,87.57337297,78.71981448,46.26159508,76.46341166,43.99559986,85.20617498,39.10268469,124.8954359,136.2162151,89.63795861,37.89058925,9.208115612,75.53161713,37.58992831,137.8301886,148.1198605,383.5135246,92.96107596,95.85437326,17.1829611,22.77813151,93.06727249,81.70695771,141.7879316,24.72821506,45.1463043,36.81805233,41.87356255,134.9122351,38.67554567,95.65879914,94.65992901,45.07856948,88.63577792,46.60591683,97.06165692,44.93700669,147.4734437,138.3995909,94.08749355,39.06617127,8.457211949,74.80298744,40.57165021,0,0,0,1
137.3893188,124.9721345,357.0806498,79.86230784,88.45894939,15.34416099,19.62919919,91.56720677,76.95040522,120.2916683,23.28246598,37.56949345,37.46073616,40.35256414,139.2297177,36.80453688,87.56368647,78.57927521,46.22159978,76.57395877,43.97991158,85.22144257,39.18996419,125.0724409,136.4407884,89.72422785,37.93482884,9.194456741,75.57188652,37.69545482,137.7463859,147.9247717,384.0901587,93.03470173,95.88247388,17.20444192,22.78481089,93.08089016,81.75769526,141.8496924,24.71289244,45.15290369,36.8033283,41.8859012,135.022278,38.64950374,95.72548326,94.68453741,45.17302919,88.67628274,46.64922955,97.01450837,44.88557324,147.5066852,138.3754845,94.23512231,39.10164392,8.452894995,74.75852044,40.56528706,0,0,0,1
137.1728219,124.9473863,357.3799834,80.00565004,88.42130349,15.32796317,19.63515378,91.66304886,76.94279988,120.4489411,23.32170322,37.56590727,37.4386309,40.38829477,139.19547,36.88388086,87.50479589,78.62229932,46.26163674,76.67056898,44.03074435,85.13853595,39.22200245,124.6196734,136.7977764,89.81542007,37.94956263,9.213103503,75.66250801,37.70084588,137.8080126,147.6475076,384.7162566,93.1639456,95.89402019,17.2188763,22.78351504,93.15973656,81.80582717,141.7905155,24.72418575,45.16262671,36.82518733,41.86869915,135.2930693,38.63360775,95.75355344,94.86311663,45.24726462,88.75319532,46.71945599,96.91038297,44.81635371,147.4494653,138.4577787,94.34659373,39.11310694,8.44221153,74.69492201,40.56352663,0,0,0,1
137.2707187,125.1241799,357.9461475,80.02214824,88.08791133,15.29083307,19.66152418,91.62989875,76.88648438,120.288966,23.33063182,37.61112102,37.4226223,40.26836319,139.0922072,36.87359024,87.53644955,78.44885078,46.13483167,76.71642569,44.15725298,84.88189147,39.18558062,124.4733359,137.1023738,89.8573775,37.88561991,9.214930678,75.74955056,37.69564405,137.8132509,147.364957,385.5685155,93.42109702,95.81819637,17.23130036,22.77790942,93.19302833,81.81375066,141.706965,24.74563006,45.15539415,36.82616413,41.85604839,135.4749622,38.63316062,95.7481076,95.07456614,45.3042386,88.76025523,46.81403983,96.81594731,44.68203084,147.3673908,138.5902867,94.43015876,39.117817,8.437650443,74.67403159,40.51614283,0,0,0,1
137.6112517,124.7161476,357.6474713,79.93375122,87.69545149,15.29591299,19.68162064,91.67085734,76.59906121,120.1487082,23.34441997,37.73950073,37.25954739,40.30846242,138.9638984,36.90428432,87.76524588,78.54508124,46.05635614,76.96981071,44.31323382,84.93579597,39.14161971,124.7358983,136.759604,89.87634141,37.87656832,9.208643655,75.91826476,37.71866193,137.8190602,147.1760189,386.2328739,93.54884037,95.70195929,17.27313718,22.75863898,93.19452076,81.72577813,141.7099294,24.74759845,45.12512838,36.79676525,41.82832611,135.7402817,38.63152342,95.72454993,95.22372468,45.41438341,88.80181008,46.90541455,96.862682,44.60903854,147.2439878,138.6530619,94.40845944,39.08688637,8.437864132,74.61764389,40.50155639,0,0,0,1
137.4204138,124.4216947,357.6033774,79.64589459,87.62858893,15.28539882,19.72450976,91.72828612,76.48472975,120.0766141,23.40346726,37.75244278,37.27905048,40.38791099,138.9434455,36.85553511,88.07903822,78.76664342,46.0038385,76.99534495,44.39593937,84.84991712,39.07509241,124.3148597,136.8117074,89.85504508,37.86895316,9.189640897,76.07766628,37.72399689,137.7882668,147.0278715,386.9183817,93.67456023,95.74817223,17.30023974,22.77361867,93.15548639,81.6706689,141.8966174,24.75918453,45.05363119,36.77566056,41.80504141,135.9760691,38.60741395,95.64356555,95.33798427,45.56818772,88.76665001,46.98370924,96.92375136,44.59871364,147.216663,138.6510549,94.47548815,39.03947006,8.432526099,74.50642151,40.43168159,0,0,0,1
137.3411377,124.3903411,357.884651,79.52356889,87.7449722,15.27932364,19.70992966,91.87281372,76.6672975,120.3465797,23.37100077,37.72898472,37.37909081,40.29166483,138.8337746,36.83071403,87.89049289,78.73020812,46.02382133,76.87380549,44.3981993,84.86067588,38.95488449,124.4525023,136.7175525,89.29793795,37.93446025,9.150824583,75.98343795,37.72499911,137.7652025,146.8518796,387.6529213,93.8356132,95.83717619,17.32070432,22.7874401,93.07334208,81.54168845,142.0407111,24.74938141,45.04660222,36.73002178,41.81826873,136.2647716,38.53550268,95.70651797,95.44189387,45.6247609,88.72032512,47.01965333,96.95892979,44.54543927,147.3844132,138.6408683,94.65558883,39.05832159,8.43495511,74.39154991,40.38706997,0,0,0,1
137.3749589,124.5166522,358.133052,79.60635816,87.82027555,15.28509464,19.63367318,91.72862815,76.63489266,120.4466056,23.39377519,37.71726446,37.22072085,40.4156654,139.2080832,36.7757564,87.73401182,78.68424113,46.0726719,76.99180378,44.36892639,85.01384923,38.96122207,124.3497598,136.5510353,89.10722478,37.89873387,9.128615509,75.80205938,37.72218419,137.6392074,146.6116486,388.2265344,94.00691505,95.88415907,17.33604568,22.79508778,93.16055281,81.45749753,141.9928444,24.73646538,45.08279935,36.72721996,41.85348772,136.4604858,38.52791887,95.76460276,95.51289625,45.66197534,88.73834349,47.02230286,96.95769196,44.46574234,147.5211299,138.4623275,94.74676736,39.09462876,8.435606423,74.23689788,40.38292897,0,0,0,1
137.8043512,124.7095725,358.7781478,79.66632055,87.7415099,15.26716342,19.58291349,91.93537798,76.58257696,120.5971731,23.42605948,37.70113974,37.08013046,40.41390712,139.6186178,36.860736,87.67667307,78.5925116,46.15295088,76.92794777,44.40004738,85.00365415,38.93828853,124.1360956,136.3690075,89.08561839,37.88838923,9.120730771,75.75873164,37.72449914,137.6179977,146.2996307,388.7458974,94.26020761,95.89087678,17.33206199,22.79406349,93.21308593,81.43049351,141.9205133,24.74148916,45.06504518,36.74268583,41.87206085,136.57306,38.57673369,95.79674225,95.66582413,45.75355183,88.79573267,47.0506454,96.91237641,44.40318336,147.5824452,138.4614288,94.74348295,39.11379437,8.428965762,74.15566452,40.37937938,0,0,0,1
137.7206474,124.7162223,358.7480863,79.60020988,87.7040754,15.25400858,19.56692082,92.00300797,76.36159378,120.8758991,23.49967609,37.73376027,37.06665125,40.4655787,139.8327958,36.96820054,87.72729793,78.51277953,46.09160831,76.80900961,44.47025259,85.17278664,38.98117151,124.1665722,136.4616896,89.18377272,37.83461161,9.119893201,75.80557216,37.70841439,137.7351145,146.1968084,389.2638746,94.58185936,95.85460655,17.34436752,22.78812576,93.2500973,81.35762812,141.8340711,24.75749006,45.03177619,36.7359378,41.86849239,136.5656824,38.56859518,95.79243764,95.85212753,45.81506454,88.79591117,47.14048984,96.84813718,44.36093697,147.5296065,138.6042253,94.73236323,39.11653471,8.434036935,74.23745931,40.38898002,0,0,0,1
137.9171641,124.7860208,359.2329434,79.47831305,87.66108083,15.23638922,19.62347669,92.21716738,76.19101604,120.7865353,23.53748319,37.64731386,37.00858924,40.39075794,140.0968262,37.00304881,87.75535851,78.61057063,45.97275585,76.65254687,44.55340049,85.12998461,39.06249998,124.1113364,136.4660424,89.13797959,37.82428284,9.13365727,75.80695673,37.8128304,137.858175,146.2930741,389.3650701,94.81599539,95.77597652,17.37743147,22.7704519,93.23361114,81.28562057,141.8517409,24.75753983,44.99346437,36.72883396,41.85936591,136.7230388,38.55619381,95.76748425,96.06222914,45.90479057,88.79555314,47.15830871,96.85352233,44.33739502,147.3603581,138.6290646,94.68378193,39.10173908,8.446842923,74.01781255,40.40114044,0,0,0,1
137.9997282,124.376472,358.636913,79.47462593,87.88433478,15.21614911,19.64751224,92.44254536,76.14731234,121.0501192,23.51825114,37.52377703,36.92276296,40.39073633,139.8786124,37.0136377,87.81532648,78.52330805,45.88287129,76.56866192,44.53591932,85.22537063,39.06130733,124.2247413,136.6715596,89.30568072,37.79986848,9.153953782,75.7294234,37.8851755,137.7895,146.3228572,390.0994299,95.0094734,95.83935428,17.39417056,22.78000737,93.22521648,81.20288091,141.8775115,24.75744001,44.94048689,36.72264016,41.81476253,136.9558789,38.50734295,95.69320953,96.15150871,45.98452939,88.7964844,47.14022862,96.95400875,44.36006971,147.4034557,138.6472978,94.67179036,39.06966373,8.451166662,74.05365561,40.39908857,0,0,0,1
138.014764,124.4997122,358.4380195,79.38855825,87.79491456,15.17932692,19.63295611,92.2089724,76.16521005,121.2633505,23.52492258,37.45928069,36.94245116,40.4138884,139.8684447,36.98174646,87.73925531,78.60763084,45.77497214,76.67309591,44.55310396,85.31297956,39.00585421,124.2892071,136.8366195,89.34576502,37.82816644,9.170740362,75.63859772,37.90722798,137.7398452,146.3899217,390.9689599,95.12824694,95.96749003,17.39356759,22.80040554,93.1114846,81.17034955,141.9160709,24.75769966,44.92251458,36.69792555,41.82991631,137.0833118,38.47887165,95.7333666,96.19888218,46.08216312,88.73891508,47.16348759,96.90087317,44.38198609,147.4685117,138.4896097,94.64744686,39.09551726,8.456226256,74.0221563,40.36052602,0,0,0,1
137.9535405,124.7807271,358.0264938,79.3404261,87.67740119,15.17494051,19.62458521,92.07520937,76.21741495,121.2150782,23.46612907,37.4526901,36.97084748,40.26807201,140.0647226,36.94897038,87.82564513,78.65084182,45.81974811,76.72661445,44.45662573,85.22862913,38.95488251,123.9115274,137.51246,89.36451576,37.79473384,9.124061737,75.6756199,37.83772891,137.6427153,146.5096648,391.5823349,95.20805875,96.00068797,17.39152616,22.81280192,93.08647671,81.16709314,141.8989566,24.74164852,44.94919594,36.70506134,41.85437841,137.1219607,38.47112533,95.81909022,96.16423112,46.14834996,88.80167551,47.16288142,96.86388529,44.42155445,147.4934883,138.4179956,94.62342025,39.14778737,8.460475424,74.03024151,40.37119902,0,0,0,1
137.9584717,124.9895065,358.5139373,79.25579758,87.5124234,15.16809593,19.62562493,91.77688092,76.10486587,121.3406415,23.47640189,37.41578088,37.00626875,40.2177946,140.1704127,36.9441564,87.69857276,78.51695053,45.78081948,76.92509242,44.43416452,84.90139927,38.91491933,123.6997692,137.823355,89.4034439,37.86945963,9.121491651,75.6177957,37.75274973,137.6463878,146.645822,392.0521972,95.27675488,96.00383244,17.38260732,22.82519656,93.19854416,81.27529614,141.9105484,24.75914701,44.95038823,36.7095149,41.85174269,137.1830274,38.48847148,95.87118622,96.24817625,46.18642042,88.8278422,47.18108024,96.78849287,44.45383723,147.4660961,138.521798,94.51511733,39.16132973,8.466721254,74.05784968,40.4099665,0,0,0,1
138.1535751,125.1284337,359.0375147,79.30343084,87.50939435,15.18296208,19.58658986,91.80559272,76.0983201,121.4988264,23.46189417,37.35996229,37.05033457,40.27529187,140.1190536,36.90360872,87.7686391,78.5911675,45.69135025,77.01451448,44.41605511,84.61024447,38.86688209,123.5577115,137.7749514,89.17691711,37.93263498,9.116726113,75.53623223,37.66080659,137.6564087,146.8665848,392.4794979,95.50808257,95.96403302,17.38040584,22.81968041,93.22720295,81.36247695,141.7350862,24.76644265,44.91450366,36.72603628,41.85185665,137.0729595,38.51514405,95.92327492,96.36168911,46.18392544,88.79136164,47.25836647,96.68963264,44.46359382,147.4481103,138.5317171,94.36936244,39.16261245,8.476366752,74.0324624,40.39988133,0,0,0,1
138.1198112,125.2788809,360.2159195,79.53723937,88.05374561,15.17471271,19.61523796,91.48305913,76.1491608,121.480134,23.43062947,37.26745116,37.08535634,40.2302969,140.2478306,36.9341971,88.01511943,78.46972066,45.72626458,76.80689397,44.29038248,84.79391662,38.81915427,123.6427348,137.6148883,89.12912942,37.8620159,9.116341431,75.42292383,37.48415068,137.7170794,147.1639171,392.7714764,95.65794032,95.87452394,17.37593671,22.79216231,93.23829348,81.43885503,141.6787403,24.75627136,44.88874307,36.74509128,41.81161936,137.0958422,38.51388787,95.90009321,96.40674244,46.23714041,88.76453307,47.31216131,96.71797248,44.52823336,147.3461409,138.5314309,94.08652006,39.14637716,8.480167122,74.04420408,40.38070465,0,0,0,1
138.1069895,124.9648067,360.8367596,79.55561981,88.17785475,15.15121952,19.62147585,91.67197255,76.13292287,121.4628333,23.33358351,37.35603148,37.11134191,40.27885797,140.3083139,36.99387385,88.25162374,78.57492784,45.71647371,76.83436257,44.29899017,84.74699516,38.79063048,123.5013386,137.567526,89.10606437,37.81211563,9.108380647,75.57564261,37.49184168,137.7024448,147.4511613,393.4003517,95.77109481,95.86531298,17.37152577,22.79843482,93.15910278,81.45642255,141.7892004,24.74879118,44.83303591,36.72070998,41.78491097,137.2012283,38.48817789,95.78444792,96.4356584,46.31588251,88.70574215,47.31828759,96.73733219,44.62330677,147.329093,138.5552585,93.9328209,39.10986394,8.474844713,74.01007508,40.36009247,0,0,0,1
137.7704152,124.473172,360.6557941,79.70677494,88.37287791,15.14530344,19.65958694,91.9406202,76.26554468,121.4034831,23.3178143,37.35130761,37.08305855,40.10925448,140.5894558,36.99106323,88.20985762,78.49265821,45.67721826,76.81650488,44.31988312,84.83252178,38.73230784,123.1855277,137.4559965,89.06613176,37.80566336,9.124507153,75.58875251,37.50812389,137.5498877,147.6972874,394.1664751,95.85592155,95.96490204,17.35164288,22.83280498,93.13151305,81.47167733,141.7946277,24.73239945,44.82961597,36.70878448,41.7791116,137.2860699,38.45717275,95.81080825,96.40816097,46.35897791,88.65636205,47.33006722,96.73266735,44.65812748,147.4875948,138.6056335,93.91107985,39.10610654,8.465894842,73.98824353,40.30908206,0,0,0,1
137.8162696,124.447148,360.8873511,79.53625259,88.39372953,15.15393665,19.65005114,92.00401753,76.19486228,121.433174,23.29715725,37.30366445,37.06017264,40.05932826,140.9699979,37.02644458,88.14525456,78.31492715,45.73758796,76.56743324,44.30763455,84.94372024,38.75034829,123.0388896,137.0074675,89.05946449,37.82479201,9.120353511,75.67031582,37.61322732,137.367037,147.8102807,395.0304623,95.8338946,95.98752461,17.32488434,22.82585956,93.14924804,81.54538926,141.751802,24.71863159,44.84849377,36.70810678,41.83320243,137.2599634,38.50136046,95.95524943,96.35717092,46.37204822,88.68441336,47.28204424,96.6488277,44.68600681,147.5432207,138.4721356,93.79890052,39.14673166,8.459752912,73.93125216,40.28730421,0,0,0,1
138.0916106,124.6295707,360.6831772,79.31236892,88.29538164,15.15357652,19.61603421,91.93098598,76.0362807,121.6198535,23.30382299,37.29196894,37.04504166,40.20212022,140.7630098,36.98129166,88.05400445,78.43226072,45.79682266,76.52061968,44.3954984,85.02234973,38.82491263,122.9564932,136.880291,89.12728577,37.85750581,9.111410786,75.82187663,37.62736549,137.4056696,147.8186097,395.3976009,95.90193535,95.95460426,17.27295846,22.84433,93.19671906,81.65480143,141.6987816,24.72645268,44.84025706,36.72813722,41.84933667,137.2766284,38.59256339,95.92606118,96.3387476,46.39269982,88.75910263,47.27462866,96.69259677,44.70322584,147.544988,138.486992,93.63108347,39.15596003,8.446998899,73.85957801,40.28832451,0,0,0,1
138.2035782,124.3373672,359.5642665,79.45122026,88.38962047,15.1644893,19.6054355,91.99653118,75.97546653,121.7723912,23.27619235,37.39284414,37.08825029,40.34181837,140.8367236,36.97035451,87.82795623,78.41987529,45.72407574,76.60470793,44.38747248,85.33617591,38.87093172,122.8861417,137.1702375,89.3553792,37.91840349,9.10706433,75.89885061,37.62829767,137.6061258,147.9077068,395.5924117,96.08475529,95.94058729,17.24474146,22.85268155,93.25368512,81.67868015,141.624776,24.74727709,44.83158604,36.75815068,41.87346317,137.1991938,38.60048851,96.00368352,96.40590572,46.35547697,88.79849085,47.27257706,96.60010323,44.71080563,147.4604896,138.6132038,93.49935363,39.14253091,8.441710554,73.81439853,40.26283697,0,0,0,1
138.214481,124.6706874,359.0372188,79.63631749,88.58767142,15.18560697,19.6221847,91.97390399,76.00853934,121.5938799,23.19933081,37.44776249,37.05689698,40.40229611,141.3899486,36.87868576,87.59879796,78.42485145,45.78965275,76.79543682,44.46617087,85.31922711,38.78782361,122.8056939,137.2035608,89.24823889,37.85429708,9.097034782,76.02844283,37.57820024,137.5972097,148.1901405,395.4499184,96.17731049,95.95356316,17.24075012,22.83500824,93.28541974,81.68678231,141.6679274,24.75825908,44.82402583,36.75240343,41.85370455,137.3289292,38.58143093,96.03878105,96.43417543,46.36321544,88.79092316,47.21735617,96.56012954,44.71748591,147.3691171,138.6991388,93.41039582,39.136813,8.442480454,73.72987561,40.27443478,0,0,0,1
138.2889002,124.8549097,358.4338412,79.61513531,88.52218021,15.18190979,19.62246684,91.81078603,76.24326808,121.8125381,23.20173141,37.46659622,37.04895302,40.35497699,141.697015,36.8726455,87.56042651,78.6521397,45.87923077,76.8563519,44.49295882,85.15874753,38.78172412,122.907889,137.154563,89.34157584,37.93431065,9.105700673,75.88020819,37.4900957,137.5998889,148.2461556,395.7951205,96.17397649,95.96779787,17.22015557,22.83215544,93.23319103,81.56734317,141.819067,24.7561491,44.79385892,36.74551575,41.8169821,137.4002172,38.56702837,95.96450865,96.42869088,46.39885502,88.77156856,47.20035718,96.62188317,44.74533982,147.4364619,138.7640783,93.36082375,39.14210622,8.437023649,73.64797042,40.27754461,0,0,0,1
138.0527483,124.5922148,357.7458873,79.77590624,88.61416935,15.20033763,19.60347936,91.74708468,76.24854003,121.8967221,23.28289064,37.45863619,37.03367869,40.30986219,141.7149707,36.90079736,87.59334053,78.86464655,45.95135601,76.83564041,44.49829654,85.13637038,38.78288386,122.9102243,137.0814182,89.10395449,37.88964878,9.11683912,75.93399721,37.44289578,137.4858511,148.1893193,396.2619121,96.16268888,96.04451524,17.18934673,22.83882157,93.18328579,81.41655216,141.8904084,24.75075277,44.80256895,36.72759328,41.8144154,137.379495,38.54410202,95.95251973,96.40496575,46.42754686,88.67697773,47.11892535,96.5970437,44.77551974,147.5643396,138.6501669,93.40856964,39.14791295,8.432165697,73.53026903,40.2458374,0,0,0,1
137.6736623,124.5424464,357.3064598,79.8868938,88.77921739,15.20355937,19.62730995,91.75349889,76.51164453,122.0127114,23.27514502,37.44680607,37.03520074,40.32570104,141.835793,36.92784672,87.47374002,78.88545427,46.04745677,76.77555236,44.57955818,85.14574969,38.84561726,122.7853302,137.1828476,88.9454703,37.82198652,9.138100866,75.92432151,37.45702617,137.4206102,148.2624359,396.447182,96.11337407,96.09270423,17.16516299,22.83567057,93.14225653,81.39210959,141.8848604,24.72437953,44.80800501,36.74716462,41.84733344,137.4676683,38.51131185,95.98053424,96.32340574,46.41871814,88.7091145,47.06693514,96.58738629,44.75943676,147.5760776,138.5657125,93.45471874,39.17920808,8.417608694,73.38182849,40.27005077,0,0,0,1
137.637952,124.5469554,356.8701954,79.93940253,88.98678491,15.18329804,19.60799791,91.60451462,76.75257376,122.0562267,23.24252099,37.48861228,37.06263649,40.2752148,141.9276146,36.95224372,87.52339943,78.63785251,45.96591068,76.71394174,44.56880911,85.1643621,38.83584914,122.4986159,136.9875555,88.97883582,37.91301634,9.137331485,75.79001743,37.46301702,137.4633643,148.2605303,396.5660912,96.10120145,96.08209512,17.14883159,22.84676699,93.25536616,81.3687367,141.8059531,24.73333971,44.82817117,36.75121675,41.84490988,137.458023,38.50054114,95.96729211,96.38680562,46.42435391,88.76099151,47.06210924,96.53063089,44.68533932,147.6451682,138.5360185,93.53803745,39.1988657,8.406622477,73.26887396,40.3311956,0,0,0,1
138.0378945,124.5219557,356.5517224,79.96663665,89.24206351,15.17101913,19.59874235,91.5666972,77.07588358,122.0569054,23.26336876,37.44182497,36.88572418,40.22899496,141.7667053,37.00111594,87.59818849,78.68162591,46.15664902,76.57946454,44.5475224,85.13886054,38.93513475,122.4424431,137.0380665,88.93361229,37.9410606,9.1319914,75.74255833,37.43317326,137.5279509,148.3177399,396.4530153,96.07649039,96.00472907,17.13973085,22.84137994,93.29396386,81.2778987,141.6933774,24.74780374,44.85142989,36.77149812,41.85599983,137.3157361,38.47146869,96.01392502,96.44530328,46.398167,88.75540191,47.05797256,96.45646798,44.61265799,147.5867098,138.6456835,93.606015,39.19453795,8.396628575,73.16901376,40.35184018,0,0,0,1
137.9079295,124.3561358,355.9918229,80.01362347,89.1681153,15.15108549,19.61218184,91.6605537,77.15794031,122.1122696,23.25848097,37.31780324,36.8853238,40.23323162,141.5896157,36.99906784,87.70112093,78.67183752,46.36267908,76.63104467,44.59872571,85.26984814,38.96186589,122.7712728,137.1022963,88.89014186,38.07361654,9.11398575,75.84692567,37.52254726,137.6825724,148.5606957,396.2433322,96.05210101,95.8477262,17.14849633,22.8244301,93.28312244,81.19576385,141.6340336,24.74624528,44.82166983,36.79433394,41.8543996,137.3191924,38.4141245,95.99128585,96.47767123,46.44204107,88.7556436,47.06916111,96.46358058,44.573162,147.5096883,138.7569663,93.62655935,39.1629782,8.394687792,73.07971016,40.37599826,0,0,0,1
137.6374274,124.5823881,356.4485816,80.23591181,89.26745977,15.16747714,19.61294592,91.59737897,76.95057824,122.1081566,23.26976461,37.38562468,36.90487307,40.23236726,141.4250475,37.036077,87.75073668,78.75675847,46.3922292,76.83069466,44.60671993,85.17852239,38.94562753,122.9527634,137.1390683,88.85948582,38.11265574,9.1188849,75.83668236,37.52070749,137.7051728,148.7298044,396.1675712,95.94216287,95.93984643,17.15696865,22.82190193,93.26865304,81.15021919,141.8060523,24.74631267,44.80711344,36.77338741,41.82911119,137.4439914,38.35489884,95.92005387,96.47333602,46.46614931,88.67031199,47.08333282,96.49790676,44.59612611,147.5396464,138.7482157,93.7626702,39.0989324,8.393041401,73.03710935,40.39628679,0,0,0,1
137.4811406,124.6425002,356.7554484,80.37657918,89.22824851,15.17649254,19.66492696,91.53119165,76.85941641,121.9475415,23.23914367,37.45061554,36.94096837,40.27398288,141.3322766,37.05233878,87.64119691,78.76859858,46.2734508,76.79607876,44.69012172,85.27391095,38.93353298,123.1322941,137.3226065,88.88124208,38.168654,9.094060306,75.82412311,37.58779308,137.8361778,148.7490629,396.4437412,95.79420729,95.98411596,17.17226479,22.83871615,93.20591571,81.05707444,141.8752369,24.72252102,44.80628624,36.73745921,41.83025646,137.4934401,38.27516313,95.9094292,96.44820526,46.45914146,88.61367124,47.08094158,96.46729453,44.58876892,147.6350637,138.7293762,93.96286535,39.13651078,8.387664465,72.9222946,40.4261088,0,0,0,1
137.03543,124.548824,357.0492653,80.34753716,89.29952165,15.15355504,19.68506065,91.30171155,76.88400444,121.7284343,23.23364882,37.50704281,37.0076832,40.17794506,140.8313712,37.08276795,87.54871072,78.87404187,46.28717261,76.97129136,44.76101795,85.22325046,38.88645122,123.1193959,136.8260199,88.89037227,38.18136836,9.099538417,75.66053158,37.58642917,137.6662484,148.7860931,396.5599929,95.50709439,95.98792717,17.18474451,22.83353432,93.26652492,81.03645982,141.8164947,24.70672879,44.8307356,36.75371385,41.87254966,137.4487559,38.23328072,95.98009124,96.37340259,46.48895998,88.60137246,47.03600093,96.50376968,44.55446041,147.6353605,138.6305541,94.03618699,39.15456955,8.386608692,72.84292999,40.47216322,0,0,0,1
